id,hhb,hbo2,ca,na
10000,8.17442512512207,4.64202880859375,7.249260425567627,1.981202483177185
10001,7.63418436050415,2.4427027702331543,8.832917213439941,3.0159316062927246
10002,9.578681945800781,5.030324459075928,11.238373756408691,3.9865970611572266
10003,7.618618488311768,4.658961296081543,9.291982650756836,4.1492438316345215
10004,6.985091209411621,3.2447450160980225,9.380475997924805,2.9701473712921143
10005,6.549678325653076,3.9925196170806885,9.831997871398926,2.09226393699646
10006,9.082600593566895,2.686959743499756,11.3933687210083,3.553529977798462
10007,8.168943405151367,4.658954620361328,10.54001522064209,3.7293009757995605
10008,5.897807598114014,4.779472351074219,7.828944206237793,2.218902587890625
10009,9.648380279541016,4.009764671325684,7.6610918045043945,3.4474761486053467
10010,10.206255912780762,4.081904411315918,9.168730735778809,5.949769496917725
10011,8.896252632141113,3.5474770069122314,4.896787166595459,3.341529130935669
10012,9.146594047546387,3.349152088165283,8.885452270507812,2.131274938583374
10013,7.809220790863037,4.606578826904297,8.846874237060547,4.435302734375
10014,11.004319190979004,3.8270246982574463,6.803279876708984,3.848191499710083
10015,5.293966770172119,3.8399362564086914,9.013501167297363,2.487881660461426
10016,11.001660346984863,3.747295618057251,6.547845363616943,2.093594551086426
10017,8.615306854248047,3.8848555088043213,8.513775825500488,2.885460376739502
10018,10.863360404968262,4.079067230224609,9.712359428405762,3.154179811477661
10019,8.422564506530762,3.7605223655700684,8.519661903381348,1.9630745649337769
10020,9.945391654968262,3.430494546890259,9.607826232910156,4.552975654602051
10021,10.643149375915527,4.967620849609375,9.76343822479248,2.546119451522827
10022,12.742395401000977,5.0202789306640625,10.609013557434082,3.3494551181793213
10023,6.688910484313965,4.111606597900391,9.595925331115723,2.1323676109313965
10024,6.844941139221191,4.384530067443848,9.468636512756348,2.844602584838867
10025,10.141741752624512,4.8456010818481445,8.180364608764648,3.156050682067871
10026,9.815832138061523,3.4662070274353027,6.175663948059082,3.3283402919769287
10027,13.354615211486816,4.869058132171631,12.985323905944824,4.478499412536621
10028,1.8821567296981812,4.014641761779785,5.2287373542785645,4.324711799621582
10029,8.081562042236328,3.9722490310668945,9.728198051452637,3.74880051612854
10030,3.441833257675171,2.920058250427246,7.6570234298706055,1.5249115228652954
10031,6.779249668121338,3.7626922130584717,5.839996814727783,1.7446308135986328
10032,15.648566246032715,4.6258864402771,10.491108894348145,2.8949429988861084
10033,9.797911643981934,4.525856018066406,7.8110151290893555,3.5707273483276367
10034,10.350208282470703,3.8090362548828125,7.6453399658203125,2.5999372005462646
10035,6.761101245880127,2.529958963394165,8.664335250854492,2.695909261703491
10036,8.963860511779785,3.837862968444824,8.81173324584961,3.4498770236968994
10037,6.051307678222656,3.9239561557769775,8.873456954956055,2.553950309753418
10038,10.20914363861084,4.352780342102051,8.275972366333008,3.0664799213409424
10039,8.49992561340332,2.816253662109375,8.3081693649292,3.5479462146759033
10040,3.781741142272949,4.161942481994629,10.935251235961914,4.202361583709717
10041,7.026203632354736,4.024231910705566,7.684442043304443,4.337830066680908
10042,7.9872331619262695,4.000827789306641,12.837692260742188,2.4151902198791504
10043,10.702539443969727,3.5540413856506348,9.385276794433594,2.4947948455810547
10044,6.144172191619873,4.559121608734131,9.338749885559082,2.3757400512695312
10045,10.666693687438965,3.7189745903015137,7.18761682510376,4.2642621994018555
10046,6.415944576263428,3.8298752307891846,11.749115943908691,3.3960354328155518
10047,7.45414924621582,3.9585554599761963,11.82194995880127,3.511244773864746
10048,7.116612911224365,4.090712547302246,9.496572494506836,2.20560359954834
10049,6.975010871887207,5.130263805389404,10.103442192077637,2.265988349914551
10050,7.3566718101501465,4.817893981933594,10.974799156188965,0.6258687376976013
10051,9.471653938293457,4.973013401031494,9.0902099609375,2.650153875350952
10052,11.245981216430664,4.425192832946777,6.601075649261475,2.6636829376220703
10053,4.673774242401123,4.353209495544434,8.67193603515625,2.249643564224243
10054,6.545587539672852,4.408154487609863,8.210761070251465,2.835841178894043
10055,6.039660453796387,3.5585992336273193,10.339950561523438,6.307369709014893
10056,12.960344314575195,4.883603572845459,9.003852844238281,3.3714346885681152
10057,7.482818126678467,4.432894706726074,8.636241912841797,3.179260015487671
10058,11.075584411621094,4.216584205627441,9.209125518798828,2.587752342224121
10059,7.140420913696289,3.9155704975128174,10.095212936401367,5.898191928863525
10060,12.696080207824707,2.463937282562256,6.8228535652160645,3.6531600952148438
10061,3.950843095779419,4.095190048217773,8.052556991577148,2.2820725440979004
10062,3.95457124710083,3.006542921066284,4.847756862640381,4.848145008087158
10063,12.140134811401367,4.472542762756348,8.212526321411133,3.2855310440063477
10064,7.741206645965576,3.421886444091797,9.71804428100586,3.72245454788208
10065,8.144798278808594,4.05794620513916,8.160955429077148,1.9474209547042847
10066,9.194690704345703,3.674283027648926,9.041078567504883,4.678894996643066
10067,7.177098274230957,3.639841318130493,7.043500900268555,2.4367661476135254
10068,8.272398948669434,4.33977746963501,10.455020904541016,4.713739395141602
10069,10.30672550201416,4.6748175621032715,11.215322494506836,3.4756600856781006
10070,8.06689167022705,4.541408538818359,9.22324275970459,3.0263779163360596
10071,-1.9724147319793701,4.350249290466309,7.341063022613525,4.382935047149658
10072,8.379058837890625,4.57364559173584,7.527975082397461,2.06373929977417
10073,9.108716011047363,4.674886226654053,8.428281784057617,2.8853797912597656
10074,7.027307987213135,3.8260233402252197,7.246054649353027,3.878176212310791
10075,9.067390441894531,4.593034267425537,10.720014572143555,1.3559424877166748
10076,6.422983646392822,3.7694997787475586,10.622031211853027,1.6276555061340332
10077,7.8324666023254395,4.354769706726074,10.098480224609375,1.7845344543457031
10078,9.861907958984375,3.407811403274536,10.545470237731934,3.998783588409424
10079,8.4523286819458,3.578822612762451,10.926920890808105,2.448620319366455
10080,7.267874240875244,4.137163162231445,9.400003433227539,3.4972188472747803
10081,7.507993698120117,3.935338020324707,6.44987678527832,2.209676504135132
10082,12.265725135803223,5.294605731964111,12.226852416992188,3.697096824645996
10083,6.554530620574951,3.563687324523926,8.610355377197266,2.744610071182251
10084,6.988996982574463,3.8353946208953857,10.849994659423828,4.113826751708984
10085,11.645431518554688,4.072033405303955,4.344569206237793,5.208735942840576
10086,11.797070503234863,3.7406604290008545,9.518986701965332,2.3598387241363525
10087,9.907883644104004,4.3269500732421875,10.464339256286621,2.6140129566192627
10088,7.548628330230713,3.0147032737731934,8.859973907470703,3.3655972480773926
10089,11.004740715026855,4.973747730255127,9.888235092163086,2.268275260925293
10090,11.444565773010254,3.7510135173797607,9.58985710144043,3.48846697807312
10091,3.3012430667877197,3.255858898162842,8.015935897827148,1.4467556476593018
10092,4.601762771606445,4.357542991638184,10.905047416687012,1.6402735710144043
10093,6.1565070152282715,3.268195390701294,8.56340503692627,1.29720139503479
10094,8.681941032409668,3.5348358154296875,5.117722511291504,3.1683244705200195
10095,4.611226558685303,3.209847927093506,4.423316955566406,2.1039929389953613
10096,0.40159663558006287,2.3018932342529297,12.836183547973633,2.2431139945983887
10097,7.428464412689209,4.544525146484375,12.81981372833252,3.1610472202301025
10098,11.549821853637695,3.8890891075134277,9.500000953674316,1.2919871807098389
10099,9.793829917907715,4.006235599517822,10.364660263061523,3.4902520179748535
10100,7.269848823547363,4.394680023193359,6.381816864013672,2.823216438293457
10101,4.6699934005737305,4.607903957366943,10.131328582763672,2.1294054985046387
10102,1.5436431169509888,2.845799207687378,8.146044731140137,3.8110198974609375
10103,7.635288238525391,3.3846805095672607,8.448141098022461,2.787996292114258
10104,4.091207504272461,3.734434127807617,8.525740623474121,1.4866514205932617
10105,9.638908386230469,3.9627370834350586,9.988277435302734,1.7854466438293457
10106,10.947402954101562,3.429575204849243,8.742348670959473,3.3893229961395264
10107,7.465530872344971,3.809800863265991,11.590499877929688,3.45216965675354
10108,8.29142951965332,3.58501935005188,7.239396572113037,3.365675687789917
10109,8.975025177001953,4.571555137634277,9.8927583694458,4.550426959991455
10110,7.386610507965088,5.167266845703125,13.349865913391113,0.9768476486206055
10111,9.807304382324219,4.914050579071045,10.099431037902832,2.948030710220337
10112,10.40613079071045,4.30116081237793,8.825165748596191,3.6192259788513184
10113,10.105658531188965,4.863462924957275,11.63987922668457,3.948035955429077
10114,8.010843276977539,4.110787391662598,6.963254451751709,1.8154921531677246
10115,7.670958995819092,2.9836387634277344,7.999931335449219,2.1549291610717773
10116,9.410013198852539,3.6358397006988525,8.607223510742188,2.731534004211426
10117,9.252790451049805,4.12835693359375,9.675284385681152,2.55436372756958
10118,10.010663032531738,4.301546096801758,7.8494696617126465,3.7899842262268066
10119,12.095195770263672,4.732052803039551,11.80760383605957,2.6852474212646484
10120,6.937054634094238,4.082026481628418,10.793330192565918,2.782524585723877
10121,10.547210693359375,2.768476724624634,7.500810146331787,5.0065226554870605
10122,7.863970756530762,4.4568305015563965,9.869132041931152,4.397934913635254
10123,2.722849130630493,3.818056344985962,7.656177997589111,1.2717833518981934
10124,8.791958808898926,2.3700904846191406,9.991888999938965,2.4346604347229004
10125,4.8806257247924805,4.365429878234863,7.349329471588135,5.354581356048584
10126,5.364629745483398,3.4589152336120605,7.561188220977783,2.492211103439331
10127,3.140146017074585,4.398582458496094,8.720185279846191,5.3429975509643555
10128,7.8129706382751465,4.680580139160156,11.542325973510742,4.684595584869385
10129,10.553706169128418,4.513078212738037,12.296682357788086,2.9632630348205566
10130,4.924483776092529,3.9868905544281006,8.025148391723633,3.9071598052978516
10131,5.1417951583862305,4.350351333618164,10.654217720031738,2.1735339164733887
10132,5.754108428955078,3.201112985610962,6.528154373168945,2.223621368408203
10133,8.431961059570312,5.060210704803467,14.491844177246094,3.67026686668396
10134,9.548210144042969,3.3578577041625977,5.543537139892578,3.889446973800659
10135,9.165428161621094,4.085789680480957,5.727518558502197,2.0100696086883545
10136,10.792006492614746,4.845939636230469,11.601448059082031,3.0772032737731934
10137,7.1205291748046875,3.700408935546875,9.141818046569824,2.806144952774048
10138,5.413461685180664,4.271365642547607,9.598139762878418,2.378052234649658
10139,9.987530708312988,3.684741735458374,10.568395614624023,1.4111056327819824
10140,4.946956634521484,3.6291375160217285,8.122817993164062,2.126190185546875
10141,4.836919784545898,3.3875296115875244,5.392389297485352,2.7478525638580322
10142,6.617681980133057,3.940931797027588,7.169307231903076,3.105419158935547
10143,2.8407979011535645,2.659031867980957,6.5019378662109375,3.3845629692077637
10144,6.192006587982178,4.307013511657715,8.225934982299805,2.757939100265503
10145,10.571296691894531,3.3298633098602295,9.120563507080078,1.5321675539016724
10146,9.472994804382324,3.822336435317993,8.813177108764648,3.8865561485290527
10147,8.579147338867188,2.3292994499206543,5.714046955108643,2.2111740112304688
10148,6.059408664703369,3.8829166889190674,5.8219428062438965,5.14681339263916
10149,10.832201957702637,2.319192409515381,7.209351062774658,2.7292327880859375
10150,7.348186492919922,3.8684630393981934,7.256561279296875,3.430400848388672
10151,6.3618597984313965,2.8311851024627686,12.609236717224121,0.5622863173484802
10152,7.54861307144165,3.2159457206726074,5.666909694671631,2.4471373558044434
10153,11.326576232910156,3.150057554244995,10.469015121459961,4.098511695861816
10154,12.716532707214355,2.7682058811187744,11.22212028503418,3.3828823566436768
10155,3.151484251022339,4.724218368530273,7.9022417068481445,3.0547492504119873
10156,7.861510753631592,4.837152004241943,10.178657531738281,3.1724693775177
10157,5.649271488189697,3.716505765914917,8.70830249786377,3.1420235633850098
10158,6.736240386962891,3.318819999694824,9.426636695861816,6.21514368057251
10159,15.532421112060547,4.753142833709717,10.13619327545166,3.448148012161255
10160,5.449832439422607,3.8593320846557617,8.142120361328125,3.558659791946411
10161,4.738356113433838,3.936812400817871,5.981298446655273,3.1582400798797607
10162,9.821261405944824,4.824271202087402,11.179402351379395,4.525305271148682
10163,7.991114616394043,3.932311534881592,9.017618179321289,4.987844944000244
10164,7.689868927001953,4.3409833908081055,10.719611167907715,3.063361167907715
10165,7.0035600662231445,3.2572104930877686,8.726045608520508,5.3554229736328125
